Id,Label,links,total_link_strength,citations,degree.centr,closness.centr,betweeness.norm.centr,clustering,triangles,eigen.centr,component.number
2049,"bertrand r, 2011, nature, v479, p517, doi 10.1038/nature10548",55,55,1,55,0.408892,0,1,1485,0.008459,0
2051,"berven ka, 1982, evolution, v36, p962, doi 10.1111/j.1558-5646.1982.tb05466.x",52,52,1,52,0.455411,0,1,1326,0.017891,0
2052,"berven ka, 1990, ecology, v71, p1599, doi 10.2307/1938295",52,52,1,52,0.455411,0,1,1326,0.017891,0
2054,"berven ka, 1995, aust j ecol, v20, p385, doi 10.1111/j.1442-9993.1995.tb00554.x",52,52,1,52,0.455411,0,1,1326,0.017891,0
2055,"besag j, 1974, j roy stat soc b met, v36, p192",52,52,1,52,0.408515,0,1,1326,0.010399,0
2057,"besag j, 1995, biometrika, v82, p733, doi 10.1093/biomet/82.4.733",39,39,1,39,0.416525,0,1,741,0.007576,0
2058,"besag j, 1999, j roy stat soc b, v61, p691, doi 10.1111/1467-9868.00201",39,39,1,39,0.416525,0,1,741,0.007576,0
2059,"besag j., 1977, b int stat i, v47, p77, doi 10.1007/s10661-011-2005-y",108,108,1,108,0.439111,0,1,5778,0.01713,0
2062,"besbeas p, 2005, aust nz j stat, v47, p35, doi 10.1111/j.1467-842x.2005.00370.x",54,54,1,54,0.375149,0,1,1431,0.006553,0
2064,"beschta rl, 2007, west n am naturalist, v67, p613, doi 10.3398/1527-0904(2007)67[613:iwhany]2.0.co;2",83,83,1,83,0.452878,0,1,3403,0.020675,0
2066,"beschta rl, 2016, biol conserv, v198, p93, doi 10.1016/j.biocon.2016.03.031",76,76,1,76,0.405872,0,1,2850,0.010744,0
2067,"besnard ag, 2015, ecol indic, v58, p47, doi 10.1016/j.ecolind.2015.05.033",78,78,1,78,0.406598,0,1,3003,0.011653,0
2068,"besnard ag, 2016, j ornithol, v157, p515, doi 10.1007/s10336-015-1281-7",87,87,1,87,0.444167,0,1,3741,0.02051,0
2069,"bessa f, 2013, ecol indic, v30, p196, doi 10.1016/j.ecolind.2013.02.022",84,84,1,84,0.37123,0,1,3486,0.003837,0
2070,"best l. b., 1981, studies avian biol, v6, p252",40,40,1,40,0.411969,0,1,780,0.008738,0
2071,"best l.b., 1981, studies in avian biology, p252",78,78,1,78,0.427936,0,1,3003,0.02083,0
2072,"best lb, 1975, auk, v92, p452, doi 10.2307/4084601",33,33,1,33,0.435062,0,1,528,0.014441,0
2073,"best lb, 1995, am midl nat, v134, p1, doi 10.2307/2426479",112,112,1,112,0.408663,0,1,6216,0.015553,0
2075,"best lb, 2001, j wildlife manage, v65, p442, doi 10.2307/3803096",112,112,1,112,0.408663,0,1,6216,0.015553,0
2077,"best ng, 2000, j am stat assoc, v95, p1076, doi 10.2307/2669744",57,57,1,57,0.462325,0,1,1596,0.019827,0
2078,"best r.c., 1984, monographiae biologicae, v56, p371",70,70,1,70,0.445594,0,1,2415,0.018414,0
2079,"best troy l., 1995, mammalian species, v509, p1",61,61,1,61,0.448447,0,1,1830,0.01715,0
2080,"best troy l., 1997, mammalian species, v551, p1",51,51,1,51,0.392487,0,1,1275,0.007376,0
2081,"bestelmeyer b.t., 2011, conservation benefit, p337",72,72,1,72,0.366182,0,1,2556,0.006671,0
2082,"bestelmeyer brandon t., 2000, p122",75,75,1,75,0.411324,0,1,2775,0.008769,0
2084,"bester mn, 2002, s afr j wildl res, v32, p65",62,62,1,62,0.405106,0,1,1891,0.008742,0
2085,"betancourt m.j., 2013, arxiv13120906v1, p1, doi [10.1201/b18502-5 10.1201/b18502-5]",124,124,1,124,0.398938,0,1,7626,0.013553,0
2086,"betini gs, 2013, p roy soc b-biol sci, v280, doi 10.1098/rspb.2013.0110",63,63,1,63,0.348243,0,1,1953,0.002068,0
2087,"bettinger k.a., 1996, thesis oregon state",133,133,1,133,0.425344,0,1,8778,0.018375,0
2088,"bettoli p. w., 1996, 9622 tenn wildl res",47,47,1,47,0.442575,0,1,1081,0.015088,0
2089,"bettoli pw, 2006, spawning habitat len, doi [http://dx.doi.org/10.3996/022015-jfwm-011.s5, doi 10.3996/022015-jfwm-011.s5);als0]",81,82,1,81,0.40896,0,1,3240,0.010411,0
2090,"betts ak, 1997, j geophys res-atmos, v102, p28901, doi 10.1029/96jd03876",118,118,1,118,0.395767,0,1,6903,0.006705,0
2091,"betts bj, 1998, j mammal, v79, p643, doi 10.2307/1382994",59,59,1,59,0.426936,0,1,1711,0.010009,0
2092,"betts mg, 2005, j ornithol, v146, p151, doi 10.1007/s10336-005-0074-9",133,133,1,133,0.425344,0,1,8778,0.018375,0
2096,"betts mg, 2007, j wildlife manage, v71, p2266, doi 10.2193/2006-004",81,81,1,81,0.410076,0,1,3240,0.013394,0
2100,"betts mg, 2014, ecography, v37, p517, doi 10.1111/ecog.00740",72,72,1,72,0.422203,0,1,2556,0.016978,0
2102,"betts mg, 2018, divers distrib, v24, p439, doi 10.1111/ddi.12688",133,133,1,133,0.425344,0,1,8778,0.018375,0
2104,"bety j, 2003, am nat, v162, p110, doi 10.1086/375680",87,87,1,87,0.418803,0,1,3741,0.010966,0
2105,"betz r., 2010, j spatial hydrology, v10, p15",90,90,1,90,0.441253,0,1,4005,0.017003,0
2106,"beuchle r, 2015, appl geogr, v58, p116, doi 10.1016/j.apgeog.2015.01.017",49,49,1,49,0.44014,0,1,1176,0.01408,0
2107,"beukema h, 2007, agroforest syst, v70, p217, doi 10.1007/s10457-007-9037-x",72,72,1,72,0.395732,0,1,2556,0.008892,0
2108,"beukema jj, 1986, hydrobiologia, v142, p199, doi 10.1007/bf00026759",92,92,1,92,0.413785,0,1,4186,0.008373,0
2109,"bevan e, 2018, plos one, v13, doi 10.1371/journal.pone.0194460",42,42,1,42,0.382191,0,1,861,0.006234,0
2110,"bevanger k, 1994, ibis, v136, p412, doi 10.1111/j.1474-919x.1994.tb01116.x",58,58,1,58,0.39235,0,1,1653,0.006826,0
2111,"bevanger k, 1995, j appl ecol, v32, p745, doi 10.2307/2404814",58,58,1,58,0.39235,0,1,1653,0.006826,0
2112,"bevanger k, 1998, biol conserv, v86, p67, doi 10.1016/s0006-3207(97)00176-6",58,58,1,58,0.39235,0,1,1653,0.006826,0
2113,"bevanger k., 1996, faunistiske effekter, v393, p1",58,58,1,58,0.39235,0,1,1653,0.006826,0
2114,"bevege, 1974, p 7 triennial c i fo, v1, p435",75,75,1,75,0.444722,0,1,2775,0.012934,0
2115,"beven k. j., 1979, hydrol sci b, v24, p43, doi 10.1080/02626667909491834",72,72,1,72,0.366182,0,1,2556,0.006671,0
2117,"bevers m, 1999, theor popul biol, v55, p61, doi 10.1006/tpbi.1998.1392",87,87,1,87,0.444167,0,1,3741,0.02051,0
2118,"bevins sn, 2012, plos one, v7, doi 10.1371/journal.pone.0031403",271,271,1,271,0.459208,0,1,36585,0.101602,0
2121,"beyer hl, 2012, geospatial modelling",95,95,1,95,0.409604,0,1,4465,0.016817,0
2122,"beyers rl, 2011, plos one, v6, doi 10.1371/journal.pone.0027129",77,77,1,77,0.422388,0,1,2926,0.015999,0
2123,"beynon sa, 2012, j appl ecol, v49, p1365, doi 10.1111/j.1365-2664.2012.02210.x",68,68,1,68,0.459942,0,1,2278,0.018311,0
2124,"bezerra d. m. m. da s. q., 2011, bioremediation, biodiversity and bioavailability, v5, p117",47,47,1,47,0.410026,0,1,1081,0.008576,0
2125,"bezzel e., 1993, kompendium vogel mit",55,55,1,55,0.402022,0,1,1485,0.00803,0
2126,"bezzerides n., 2002, status rev roundtail, doi [10.13140/rg.2.2.30723.09769, doi 10.13140/rg.2.2.30723.09769]",44,44,1,44,0.422348,0,1,946,0.009394,0
2128,"bhagwat sa, 2017, forest policy econ, v79, p1, doi 10.1016/j.forpol.2017.01.010",77,77,1,77,0.428078,0,1,2926,0.014448,0
2129,"bhagwat t, 2017, plos one, v12, doi 10.1371/journal.pone.0176364",70,70,1,70,0.422619,0,1,2415,0.016102,0
2130,"bhakti t, 2018, plos one, v13, doi 10.1371/journal.pone.0198732",95,95,1,95,0.411136,0,1,4465,0.010692,0
2131,"bhandari s, 2020, ecol evol, v10, p7953, doi 10.1002/ece3.6223",86,86,1,86,0.429957,0,1,3655,0.016563,0
2132,"bharti h, 2013, asian myrmecol, v5, p79",75,75,1,75,0.411324,0,1,2775,0.008769,0
2133,"bhatia s, 2017, hum dimens wildl, v22, p30, doi 10.1080/10871209.2016.1220034",53,53,1,53,0.393842,0,1,1378,0.006389,0
2134,"bhatnagar yv, 2001, conserving biodivers, p108",53,53,1,53,0.393842,0,1,1378,0.006389,0
2135,"bhatnagar yv, 2009, oryx, v43, p407, doi 10.1017/s0030605309001288",53,53,1,53,0.393842,0,1,1378,0.006389,0
2137,"bhatt u, 2021, biotropica, v53, p831, doi 10.1111/btp.12917",86,86,1,86,0.429957,0,1,3655,0.016563,0
2138,"bhatta manoj, 2014, open journal of ecology, v4, p989",69,69,1,69,0.442365,0,1,2346,0.018168,0
2139,"bhatta r., 2009, study status distrib",51,51,1,51,0.449834,0,1,1275,0.011856,0
2140,"bhattacharya ankita, 2016, cat news, v64, p24",86,86,1,86,0.429957,0,1,3655,0.016563,0
2141,"bhattacharya s., 2012, res rev biosci, v6, p340",118,119,1,118,0.416295,0,1,6903,0.012763,0
2142,"bhattacharya t, 2012, mamm study, v37, p173, doi 10.3106/041.037.0302",86,86,1,86,0.429957,0,1,3655,0.016563,0
2143,"bhattacharya tapajit, 2009, international journal of galliformes conservation, v1, p78",54,54,1,54,0.435139,0,1,1431,0.012036,0
2144,"bhattacharyya a., 2008, p taal2007 12 world, v1561, p1570",118,119,1,118,0.416295,0,1,6903,0.012763,0
2145,"bhattarai bishnu prasad, 2018, european journal of ecology, v4, p13, doi 10.2478/eje-2018-0002",87,87,1,87,0.39429,0,1,3741,0.015199,0
2147,"bhola n, 2012, biodivers conserv, v21, p1509, doi 10.1007/s10531-012-0261-y",61,61,1,61,0.407063,0,1,1830,0.011997,0
2148,"bhola n, 2021, conserv biol, v35, p168, doi 10.1111/cobi.13509",70,70,1,70,0.429452,0,1,2415,0.014823,0
2149,"bhowmik n. g., 2001, watershed management, v2000, p1",31,31,1,31,0.385037,0,1,465,0.006543,0
2150,"bhuju ur, 2007, nepal biodiversity r",72,72,1,72,0.423672,0,1,2556,0.017259,0
2151,"bhupathy s., 1995, journal of the bombay natural history society, v92, p16",30,30,1,30,0.401843,0,1,435,0.005955,0
2152,"bi & fipi. bird life international & forest inventory and planning institute, 2001, sourc ex prop prot a",41,41,1,41,0.413702,0,1,820,0.007713,0
2153,"biamonte e, 2011, landscape ecol, v26, p183, doi 10.1007/s10980-010-9564-0",49,49,1,49,0.446286,0,1,1176,0.014352,0
2154,"bianchi a., 2010, atlas climatico digi",81,81,1,81,0.452969,0,1,3240,0.022168,0
2155,"bianchi fjja, 2006, p roy soc b-biol sci, v273, p1715, doi 10.1098/rspb.2006.3530",58,58,1,58,0.374406,0,1,1653,0.007801,0
2156,"bianchi rd, 2011, zoologia-curitiba, v28, p127, doi 10.1590/s1984-46702011000100018",113,113,1,113,0.463228,0,1,6328,0.029978,0
2158,"bibby c. j., 2000, birds census techniq, v2nd",58,58,1,58,0.413842,0,1,1653,0.010579,0
2160,"bibby c.j., 2007, bird census techniqu",75,75,1,75,0.442126,0,1,2775,0.023399,0
2162,"bibby cj, 2000, bird census techniqu",64,64,1,64,0.426458,0,1,2016,0.011237,0
2163,"bibby cj., 1998, bird surveys",33,33,1,33,0.431294,0,1,528,0.01107,0
2164,"bicheron p., 2008, globcover products d",49,49,1,49,0.410169,0,1,1176,0.006645,0
2166,"bicknell je, 2015, front ecol environ, v13, p73, doi 10.1890/15.wb.001",88,88,1,88,0.388774,0,1,3828,0.012228,0
2167,"bicknell je, 2015, j appl ecol, v52, p379, doi 10.1111/1365-2664.12391",88,88,1,88,0.388774,0,1,3828,0.012228,0
2168,"biebighauser t.r., 2007, wetland drainage res, p252",52,52,1,52,0.455411,0,1,1326,0.017891,0
2169,"biedenharn ds, 2000, geomorphology, v34, p227, doi 10.1016/s0169-555x(00)00011-8",63,63,1,63,0.369667,0,1,1953,0.005987,0
2170,"biedermann phw, 2019, trends ecol evol, v34, p914, doi 10.1016/j.tree.2019.06.002",100,100,1,100,0.452023,0,1,4950,0.025874,0
2171,"bien, 2020, bot inf ec netw 2020",73,73,1,73,0.41702,0,1,2628,0.013437,0
2172,"bieniek pa, 2012, j appl meteorol clim, v51, p1276, doi 10.1175/jamc-d-11-0168.1",68,68,1,68,0.380106,0,1,2278,0.006262,0
2173,"bieringer g, 2003, biodivers conserv, v12, p1481, doi 10.1023/a:1023633911828",71,71,1,71,0.460389,0,1,2485,0.027389,0
2174,"bieringer g, 2013, biodivers conserv, v22, p2269, doi 10.1007/s10531-013-0435-2",87,87,1,87,0.444167,0,1,3741,0.02051,0
2175,"bierregaard r. o., 2001, lessons amazonia eco",48,48,1,48,0.427544,0,1,1128,0.012758,0
2176,"bierwagen britta g., 2007, urban ecosystems, v10, p29, doi 10.1007/s11252-006-0011-6",44,44,1,44,0.424563,0,1,946,0.01023,0
2178,"biffi m, 2017, j mammal, v98, p1497, doi 10.1093/jmammal/gyx070",88,88,1,88,0.420346,0,1,3828,0.014538,0
2179,"biffi m, 2020, mammalia, v84, p50, doi 10.1515/mammalia-2018-0035",88,88,1,88,0.420346,0,1,3828,0.014538,0
2180,"bigelow hb, 1927, b us bur fish, v40, p511",35,35,1,35,0.351402,0,1,595,0.001497,0
2181,"bigelow sw, 2011, can j forest res, v41, p2051, doi [10.1139/x11-120 10.1139/x11-120]",76,76,1,76,0.42421,0,1,2850,0.016594,0
2182,"biggs d., 2011, conservation and society, v9, p80, doi 10.4103/0972-4923.79198",94,94,1,94,0.402795,0,1,4371,0.014904,0
2184,"biggs j, 2017, hydrobiologia, v793, p3, doi 10.1007/s10750-016-3007-0",117,117,1,117,0.44743,0,1,6786,0.026602,0
2185,"biggs r, 2008, global environ chang, v18, p296, doi 10.1016/j.gloenvcha.2008.02.001",47,47,1,47,0.431418,0,1,1081,0.018745,0
2186,"bignal em, 1996, j appl ecol, v33, p413, doi 10.2307/2404973",69,69,1,69,0.422718,0,1,2346,0.013483,0
2188,"bigras fj, 2005, new forest, v29, p135, doi 10.1007/s11056-005-0245-9",118,118,1,118,0.395767,0,1,6903,0.006705,0
2190,"bikie h., 2000, overview logging cam",75,75,1,75,0.459387,0,1,2775,0.023957,0
2191,"bil m, 2020, eur j wildlife res, v66, doi 10.1007/s10344-020-01397-8",54,54,1,54,0.449805,0,1,1431,0.016029,0
2192,"bildstein kl, 1998, j raptor res, v32, p3",30,30,1,30,0.40016,0,1,435,0.005095,0
2193,"bildstein kl, 1998, j wildlife manage, v62, p435, doi 10.2307/3802318",95,95,1,95,0.418414,0,1,4465,0.016507,0
2194,"bilenca d, 2004, identificacion areas",75,75,1,75,0.444722,0,1,2775,0.012934,0
2195,"bilenca dn, 1998, acta theriol, v43, p195, doi 10.4098/at.arch.98-15",34,34,1,34,0.436791,0,1,561,0.010632,0
2197,"bilkovic dm, 2008, mar ecol prog ser, v358, p27, doi 10.3354/meps07279",35,35,1,35,0.333251,0,1,595,0.000402,0
2198,"billerman s. m., 2021, birds of the world, doi 10.2173/bow.spobuw2.02",124,124,1,124,0.398938,0,1,7626,0.013553,0
2199,"billerman s.m., 2020, birds of the world",69,69,1,69,0.393166,0,1,2346,0.007858,0
2201,"billick i., 2010, ecology place contri, p63, doi 10.7208/chicago/9780226050447.001.0001",116,117,1,116,0.438982,0,1,6670,0.023548,0
2202,"billings wd, 1980, arctic alpine res, v12, p413, doi 10.2307/1550492",94,94,1,94,0.370558,0,1,4371,0.005462,0
2203,"bilney rohan j., 2013, victorian naturalist (blackburn), v130, p68",87,87,1,87,0.368212,0,1,3741,0.006117,0
2204,"bilotta r, 2015, j appl meteorol clim, v54, p69, doi 10.1175/jamc-d-14-0119.1",60,60,1,60,0.379009,0,1,1770,0.006298,0
2205,"bilskie mv, 2016, earths future, v4, p177, doi 10.1002/2015ef000347",52,52,1,52,0.39467,0,1,1326,0.006059,0
2206,"bilton david t., 2014, p387",57,57,1,57,0.449192,0,1,1596,0.013796,0
2207,"bin muzaffar s, 2011, biodivers conserv, v20, p1587, doi 10.1007/s10531-011-0048-6",44,44,1,44,0.381953,0,1,946,0.006719,0
2208,"binckley ca, 2003, oikos, v102, p623, doi 10.1034/j.1600-0706.2003.12483.x",77,77,1,77,0.36308,0,1,2926,0.006927,0
2209,"binckley ca, 2007, oecologia, v153, p951, doi 10.1007/s00442-007-0780-5",83,83,1,83,0.425291,0,1,3403,0.01412,0
2210,"binckley ca, 2008, behav ecol, v19, p552, doi 10.1093/beheco/arm164",63,63,1,63,0.424877,0,1,1953,0.014229,0
2211,"bingham h, 2017, parks, v23, p13, doi [10.2305/ iucn.ch.2017.parks-23-1hb.en, doi 10.2305/iucn.ch.2017.parks-23-1hb.en, doi 10.2305/iucn.ch.2017.parks-23-1hb.en]",91,91,1,91,0.362306,0,1,4095,0.00797,0
2212,"binns j., 2007, bead tags",97,98,1,97,0.460734,0,1,4656,0.020474,0
2213,"bino g, 2015, plos one, v10, doi 10.1371/journal.pone.0132682",57,57,1,57,0.374619,0,1,1596,0.004583,0
2214,"bintanja r, 2017, nat clim change, v7, p263, doi [10.1038/nclimate3240 10.1038/nclimate3240]",94,94,1,94,0.370558,0,1,4371,0.005462,0
2215,"bio amf, 1998, j veg sci, v9, p5, doi 10.2307/3237218",94,94,1,94,0.390058,0,1,4371,0.012506,0
2216,"biodiversity center of japan, 2005, wetl surv not dat ta",59,59,1,59,0.446381,0,1,1711,0.017476,0
2217,"biodiversity center of japan, 2016, jap stand mesh syst",59,59,1,59,0.446381,0,1,1711,0.017476,0
2218,"bionda r, 2012, j ornithol, v153, p167, doi 10.1007/s10336-011-0721-2",76,76,1,76,0.418608,0,1,2850,0.010612,0
2219,"biondi lm, 2005, ornitol neotrop, v16, p31",81,81,1,81,0.452969,0,1,3240,0.022168,0
2220,"biotope, 2016, evaluation plan acti",105,105,1,105,0.420994,0,1,5460,0.015842,0
2221,"bird d. e., 2019, thesis",85,85,1,85,0.428682,0,1,3570,0.015849,0
2222,"bird jp, 2012, divers distrib, v18, p273, doi 10.1111/j.1472-4642.2011.00843.x",66,66,1,66,0.367651,0,1,2145,0.004689,0
2223,"bird life international, 2016, hdb birds world",50,50,1,50,0.405409,0,1,1225,0.007379,0
2224,"bird rb, 2018, biol conserv, v219, p110, doi 10.1016/j.biocon.2018.01.008",105,105,1,105,0.391357,0,1,5460,0.011093,0
2225,"bird studies canada, 2009, marsh mon progr part",21,21,1,21,0.34034,0,1,210,0.001627,0
2226,"bird studies canada, 2009, prair parkl marsh mo",21,21,1,21,0.34034,0,1,210,0.001627,0
2227,"bird studies canada, 2009, queb marsh mon progr",21,21,1,21,0.34034,0,1,210,0.001627,0
2228,"bird studies canada, 2016, marsh mon progr",21,21,1,21,0.34034,0,1,210,0.001627,0
2229,"bird t, 2014, methods ecol evol, v5, p615, doi 10.1111/2041-210x.12202",33,33,1,33,0.391793,0,1,528,0.007882,0
2230,"bird tj, 2014, biol conserv, v173, p144, doi 10.1016/j.biocon.2013.07.037",54,54,1,54,0.438065,0,1,1431,0.012118,0
2231,"bird tlf, 2020, appl sci-basel, v10, doi 10.3390/app10072310",84,84,1,84,0.37123,0,1,3486,0.003837,0
2232,"birdlife international and handbook of the birds of the world, 2019, birdlife int hdb bir",29,29,1,29,0.376413,0,1,406,0.006491,0
2233,"birdlife international and the forest inventory and planning institute, 2001, sourc ex prop prot a",41,41,1,41,0.42572,0,1,820,0.010811,0
2234,"birdlife international, 2000, threat birds world o",65,65,1,65,0.442416,0,1,2080,0.012938,0
2235,"birdlife international, 2004, birds eur pop est tr, v12",26,26,1,26,0.444284,0,1,325,0.012172,0
2236,"birdlife international, 2004, birds eur un stat as",26,26,1,26,0.444284,0,1,325,0.012172,0
2237,"birdlife international, 2012, iucn red list threat",44,44,1,44,0.404906,0,1,946,0.008651,0
2238,"birdlife international, 2012, iucn red list threat, doi [10.2305/iucn.uk.2012-1.rlts.t22678555a40071342.en, doi 10.2305/iucn.uk.2012-1.rlts.t22678555a40071342.en]",32,32,1,32,0.350782,0,1,496,0.0018,0
2239,"birdlife international, 2013, iucn red list birds",81,81,1,81,0.452969,0,1,3240,0.022168,0
2240,"birdlife international, 2014, bird spec distr maps",68,68,1,68,0.367676,0,1,2278,0.004801,0
2241,"birdlife international, 2015, eur red list birds",57,57,1,57,0.359493,0,1,1596,0.002319,0
2242,"birdlife international, 2015, iucn red list threat",69,69,1,69,0.422718,0,1,2346,0.013483,0
2243,"birdlife international, 2016, cal ten",92,92,1,92,0.413785,0,1,4186,0.008373,0
2244,"birdlife international, 2016, iucn red list threat, doi [10.2305/iucn.uk.2016-3.rlts, doi 10.2305/iucn.uk.2016-3.rlts]",32,32,1,32,0.350782,0,1,496,0.0018,0
2245,"birdlife international, 2016, pom nigr",51,51,1,51,0.40904,0,1,1275,0.009106,0
2246,"birdlife international, 2016, tring brev",92,92,1,92,0.413785,0,1,4186,0.008373,0
2247,"birdlife international, 2017, am vin iucn red list, doi [10.2305/iucn.uk.2016-3.rlts.t22686374a93109194.en, doi 10.2305/iucn.uk.2016-3.rlts.t22686374a93109194.en]",50,50,1,50,0.405409,0,1,1225,0.007379,0
2248,"birdlife international, 2017, cal can",92,92,1,92,0.413785,0,1,4186,0.008373,0
2249,"birdlife international, 2017, cal ferr",92,92,1,92,0.413785,0,1,4186,0.008373,0
2250,"birdlife international, 2017, lim lapp",92,92,1,92,0.413785,0,1,4186,0.008373,0
2251,"birdlife international, 2017, num mad",92,92,1,92,0.413785,0,1,4186,0.008373,0
2252,"birdlife international, 2017, spec factsh tod youn",51,51,1,51,0.40904,0,1,1275,0.009106,0
2253,"birdlife international, 2017, xen bail",42,42,1,42,0.429807,0,1,861,0.010512,0
2254,"birdlife international, 2018, ramph brach",105,105,1,105,0.420994,0,1,5460,0.015842,0
2255,"birdlife international, 2018, spec factsh anth nil",64,64,1,64,0.454951,0,1,2016,0.017719,0
2256,"birdlife international, 2020, iucn red list birds",54,54,1,54,0.435139,0,1,1431,0.012036,0
2257,"birdlife international, 2020, iucn redl list birds",119,119,1,119,0.361034,0,1,7021,0.006185,0
2258,"birdlife international, 2020, spec factsh strept t",30,30,1,30,0.40016,0,1,435,0.005095,0
2259,"birdlife international, 2021, important bird areas",95,95,1,95,0.411136,0,1,4465,0.010692,0
2261,"birdlife international, 2022, countr prof ind",43,43,1,43,0.424303,0,1,903,0.012527,0
2262,"birdlife international, iucn red list threat, doi [10.2305/iucn.uk.20182.rlts.t22724329a131889624.en, doi 10.2305/iucn.uk.20182.rlts.t22724329a131889624.en]",58,58,1,58,0.433736,0,1,1653,0.010779,0
2263,"birdsey ra, 1987, so331 usda for serv",66,66,1,66,0.434119,0,1,2145,0.015375,0
2264,"birhane e., 2006, j drylands, v1, p134",62,62,1,62,0.440542,0,1,1891,0.013618,0
2265,"birkemoe t, 2022, 2070 nina",67,67,1,67,0.367646,0,1,2211,0.004591,0
2266,"birkett a, 2005, afr j ecol, v43, p123, doi 10.1111/j.1365-2028.2005.00555.x",71,71,1,71,0.417851,0,1,2485,0.009934,0
2267,"birks jds, 2005, mammal rev, v35, p313, doi 10.1111/j.1365-2907.2005.00068.x",60,60,1,60,0.434657,0,1,1770,0.010977,0
2268,"biro z, 2004, mamm biol, v69, p302, doi 10.1078/1616-5047-00149",60,60,1,60,0.434657,0,1,1770,0.010977,0
2269,"birx-raybuck d.a., 2009, urban ecosyst, v2009, p1",98,130,2,98,0.38341,0,0.785819,3735,0.01376,0
2271,"bisceglia sbc, 2008, j arid environ, v72, p1120, doi 10.1016/j.jaridenv.2007.11.003",74,74,1,74,0.43391,0,1,2701,0.019756,0
2273,"bischof r, 2014, methods ecol evol, v5, p44, doi 10.1111/2041-210x.12115",43,43,1,43,0.404137,0,1,903,0.009732,0
2275,"bischof r., 2013, methods ecol evol",45,45,1,45,0.348243,0,1,990,0.005266,0
2276,"bishir john w., 1996, p177",50,50,1,50,0.433021,0,1,1225,0.014861,0
2277,"bishop cj, 2005, j wildlife manage, v69, p311, doi 10.2193/0022-541x(2005)069<0311:mdsaap>2.0.co;2",62,62,1,62,0.440542,0,1,1891,0.013618,0
2278,"bishop ja, 1998, pennsylvania conserv",69,69,1,69,0.423499,0,1,2346,0.010736,0
2279,"bishop tr, 2014, j biogeogr, v41, p2256, doi 10.1111/jbi.12368",75,75,1,75,0.411324,0,1,2775,0.008769,0
2280,"bishop-taylor r, 2018, landscape ecol, v33, p625, doi 10.1007/s10980-018-0624-1",75,75,1,75,0.418272,0,1,2775,0.011575,0
2281,"bisi f, 2019, environ conserv, v46, p163, doi 10.1017/s0376892918000486",61,61,1,61,0.447571,0,1,1830,0.018287,0
2283,"bissett c, 2007, j zool, v271, p310, doi 10.1111/j.1469-7998.2006.00217.x",55,55,1,55,0.449274,0,1,1485,0.019416,0
2284,"bissonette j. a., 2007, temporal dimensions",55,55,1,55,0.402022,0,1,1485,0.00803,0
2286,"bissonette ja, 2003, landscape ecology and resource management: linking theory with practice, p15",66,66,1,66,0.424923,0,1,2145,0.010636,0
2287,"bissonette john a., 2008, human-wildlife conflicts, v2, p17",54,54,1,54,0.449805,0,1,1431,0.016029,0
2288,"bista a, 2022, oryx, v56, p91, doi 10.1017/s0030605320000423",82,82,1,82,0.372073,0,1,3321,0.007893,0
2289,"bista d, 2017, plos one, v12, doi 10.1371/journal.pone.0178797",61,61,1,61,0.447571,0,1,1830,0.018287,0
2290,"bista d, 2019, ecol evol, v9, p5260, doi 10.1002/ece3.5116",61,61,1,61,0.447571,0,1,1830,0.018287,0
2291,"bista d, 2020, hum dimens wildl, v25, p324, doi 10.1080/10871209.2020.1728788",61,61,1,61,0.447571,0,1,1830,0.018287,0
2292,"bista d, 2021, check list, v17, p1249, doi 10.15560/17.5.1249",86,86,1,86,0.429957,0,1,3655,0.016563,0
2293,"biswas j. k., 2014, bangladesh journal of zoology, v42, p191",118,119,1,118,0.416295,0,1,6903,0.012763,0
2294,"biswas j. k., 2015, bangladesh journal of zoology, v43, p251, doi 10.3329/bjz.v43i2.27396",118,119,1,118,0.416295,0,1,6903,0.012763,0
2295,"biswas j.k., 2016, dissertation",118,119,1,118,0.416295,0,1,6903,0.012763,0
2296,"biswas sr, 2012, landscape ecol, v27, p621, doi 10.1007/s10980-012-9732-5",87,87,1,87,0.444167,0,1,3741,0.02051,0
2297,"bivand r, 2013, geogr anal, v45, p150, doi 10.1111/gean.12008",39,39,1,39,0.420561,0,1,741,0.009561,0
2298,"bivand r, 2013, spdep spatial depend",60,60,1,60,0.389059,0,1,1770,0.010385,0
2300,"bivand r, 2015, network",107,107,1,107,0.450516,0,1,5671,0.022673,0
2301,"bivand r. s., 2013, appl spatial data an, doi 10.1007/978-1-4614-7618-4",44,44,1,44,0.444014,0,1,946,0.014718,0
2302,"bivand r., 2009, spdep spatial depend",36,36,1,36,0.391028,0,1,630,0.008306,0
2303,"bivand r., 2015, r package version 08",39,39,1,39,0.420561,0,1,741,0.009561,0
2306,"bivand r., 2019, rgdal bindings geosp",51,51,1,51,0.43869,0,1,1275,0.012687,0
2309,"bjomstad o. n., 2016, r package version, p1",72,72,1,72,0.432882,0,1,2556,0.017009,0
2310,"bjorklund r g, 1983, transactions of the illinois state academy of science, v76, p271",49,49,1,49,0.370365,0,1,1176,0.004168,0
2311,"bjorndal ka, 2005, ecol appl, v15, p304, doi 10.1890/04-0059",42,42,1,42,0.382191,0,1,861,0.006234,0
2312,"bjorndal ka, 2017, global change biol, v23, p4556, doi 10.1111/gcb.13712",42,42,1,42,0.382191,0,1,861,0.006234,0
