Id,Label,Name,Name2,number.links,total.link.strength,citations,degree,n.betweeness
16857,"muff s, 2020, j anim ecol, v89, p80, doi 10.1111/1365-2656.13087",,,67,67,1,67,0
16874,"mulder p.j., 2000, monitoring adult wee",,,67,67,1,67,0
16908,"munro nicola t., 2007, ecological management & restoration, v8, p199, doi 10.1111/j.1442-8903.2007.00368.x",,,67,67,1,67,0
16909,"munro rhm, 2006, j mammal, v87, p1112, doi 10.1644/05-mamm-a-410r3.1",,,67,67,1,67,0
17021,"mynhardt g, 2007, ann entomol soc am, v100, p582, doi 10.1603/0013-8746(2007)100[582:pgotpw]2.0.co;2",,,67,67,1,67,0
17022,"myrvold km, 2015, ecosphere, v6, doi 10.1890/es15-00390.1",,,67,67,1,67,0
17063,"naiman rj, 1986, ecology, v67, p1254, doi 10.2307/1938681",,,67,67,1,67,0
17106,"nappi a, 2011, can j forest res, v41, p994, doi [10.1139/x11-028 10.1139/x11-028]",,,67,67,1,67,0
17142,"national resource services, 2002, botsw nat land pol",,,67,67,1,67,0
17248,"neville h, 2016, t am fish soc, v145, p610, doi 10.1080/00028487.2015.1131747",,,67,67,1,67,0
17376,"nielsen jl, 1994, t am fish soc, v123, p613, doi 10.1577/1548-8659(1994)123<0613:tspatu>2.3.co;2",,,67,67,1,67,0
17439,"nobanis, 2019, eur netw inv al spec",,,67,67,1,67,0
17521,"northrup jm, 2012, j appl ecol, v49, p1159, doi 10.1111/j.1365-2664.2012.02180.x",,,67,67,1,67,0
17527,"norton je, 2004, genetic variability, p211",,,67,67,1,67,0
17634,"o'bryan c., 2015, ecosphere ",,,67,67,1,67,0
17664,"o'donoghue m, 1997, thesis",,,67,67,1,67,0
17672,"o'kelly hj, 2018, ecol evol, v8, p1778, doi 10.1002/ece3.3655",,,67,67,1,67,0
17687,"oak sw, 2001, oak forest ecosystems, p80",,,67,67,1,67,0
17723,"odegaard frode, 2000, diversity and distributions, v6, p45, doi 10.1046/j.1472-4642.2000.00071.x",,,67,67,1,67,0
17725,"odion d. c., 2013, open forest science journal, v6, p14, doi 10.2174/1874398620130508001",,,67,67,1,67,0
17764,"ohagan a, 1979, j roy stat soc b met, v41, p358",,,67,67,1,67,0
17858,"olsen sl, 2017, 1393 nina",,,67,67,1,67,0
17907,"ordiz a, 2014, biol conserv, v173, p1, doi 10.1016/j.biocon.2014.03.006",,,67,67,1,67,0
17930,"orr c d, 1982, wildlife society bulletin, v10, p147",,,67,67,1,67,0
17956,"osipova l, 2019, anim conserv, v22, p35, doi 10.1111/acv.12432",,,67,67,1,67,0
17957,"osipova l, 2019, landscape ecol, v34, p865, doi 10.1007/s10980-019-00811-0",,,67,67,1,67,0
17971,"ostfeld rs, 1996, bioscience, v46, p323, doi 10.2307/1312946",,,67,67,1,67,0
18108,"pake ce, 1995, ecology, v76, p246, doi 10.2307/1940646",,,67,67,1,67,0
18199,"paradis e., 2012, anal phylogenetics e",,,67,67,1,67,0
18220,"parish f., 2008, assessment peatlands",,,67,67,1,67,0
18365,"pausas jg, 2003, j veg sci, v14, p409, doi 10.1658/1100-9233(2003)014[0409:ahdaff]2.0.co;2",,,67,67,1,67,0
18376,"paviolo a, 2016, sci rep-uk, v6, doi 10.1038/srep37147",,,67,67,1,67,0
18377,"paviolo a, 2018, forest ecol manag, v430, p576, doi 10.1016/j.foreco.2018.08.029",,,67,67,1,67,0
18378,"paviolo a., 2009, contribuciones conse, p237",,,67,67,1,67,0
18409,"peacock mm, 2012, can j fish aquat sci, v69, p615, doi 10.1139/f2012-006",,,67,67,1,67,0
18455,"pecile i., 1981, gortania atti museo, v2, p173",,,67,67,1,67,0
18456,"pecile i., 1991, gortania atti mus fr, v12, p305",,,67,67,1,67,0
18493,"pelisson pf, 2013, ecol entomol, v38, p470, doi 10.1111/een.12038",,,67,67,1,67,0
18552,"pequeno pacl, 2020, biotropica, v52, p129, doi 10.1111/btp.12731",,,67,67,1,67,0
18568,"pereira l, 2003, tecnicas caza furtiv",,,67,67,1,67,0
18778,"petty jt, 2012, t am fish soc, v141, p1060, doi 10.1080/00028487.2012.681102",,,67,67,1,67,0
18837,"picco am, 2007, j wildlife dis, v43, p286, doi 10.7589/0090-3558-43.2.286",,,67,67,1,67,0
18838,"picco am, 2008, conserv biol, v22, p1582, doi 10.1111/j.1523-1739.2008.01025.x",,,67,67,1,67,0
18867,"pierson jc, 2013, plos one, v8, doi 10.1371/journal.pone.0067248",,,67,67,1,67,0
18868,"pietz pj, 1983, j wildlife manage, v47, p686, doi 10.2307/3808604",,,67,67,1,67,0
18871,"pigeon ke, 2016, oecologia, v181, p1101, doi 10.1007/s00442-016-3630-5",,,67,67,1,67,0
18906,"pimentel d, 2005, ecol econ, v52, p273, doi 10.1016/j.ecolecon.2004.10.002",,,67,67,1,67,0
18954,"pitt w., 2005, wildl dam man c p",,,67,67,1,67,0
18959,"placci l., 2000, situacion ambiental, p349",,,67,67,1,67,0
18989,"plummer m.v., 2003, ecol evol, v4, p877",,,67,67,1,67,0
19026,"poldmaa t, 1995, behav ecol sociobiol, v37, p137, doi 10.1007/s0026550370137",,,67,67,1,67,0
19122,"porter teresita m, 2017, zenodo",,,67,67,1,67,0
19123,"porter tm, 2018, sci rep-uk, v8, doi 10.1038/s41598-018-22505-4",,,67,67,1,67,0
19130,"post jr, 1999, ecol monogr, v69, p155, doi 10.1890/0012-9615(1999)069[0155:ddpisf]2.0.co;2",,,67,67,1,67,0
19250,"price b, 2013, plos one, v8, doi 10.1371/journal.pone.0074333",,,67,67,1,67,0
19323,"pulich w. m., 1976, golden cheeked warbl",,,67,67,1,67,0
19439,"qvenild m, 2014, norsk geogr tidsskr, v68, p22, doi 10.1080/00291951.2013.870599",,,67,67,1,67,0
19593,"raney hg, 1968, can entomol, v100, p1091, doi 10.4039/ent1001091-10",,,67,67,1,67,0
19651,"ravazzi c., 2005, studi trentini sc na, v82, p17",,,67,67,1,67,0
19655,"ravizza c., 1973, annali fac sci agr univ torino, v8, p283",,,67,67,1,67,0
19705,"reaser jk, 2020, biol invasions, v22, p1, doi 10.1007/s10530-019-02156-w",,,67,67,1,67,0
19712,"recher hf, 1996, forest ecol manag, v85, p177, doi 10.1016/s0378-1127(96)03758-9",,,67,67,1,67,0
19778,"reich ht, 2020, biometrics, v76, p1017, doi 10.1111/biom.13203",,,67,67,1,67,0
19783,"reichard sh, 2001, bioscience, v51, p103, doi 10.1641/0006-3568(2001)051[0103:haapoi]2.0.co;2",,,67,67,1,67,0
19796,"reid j. r. w., 1999, threatened declining",,,67,67,1,67,0
19824,"reinhardt k, 1996, aquat insect, v18, p233, doi 10.1080/01650429609361626",,,67,67,1,67,0
19917,"rezanezhad f, 2016, chem geol, v429, p75, doi 10.1016/j.chemgeo.2016.03.010",,,67,67,1,67,0
20072,"riley spd, 2003, ecol appl, v13, p1263, doi 10.1890/02-5023",,,67,67,1,67,0
20091,"ringvall a, 2000, forest ecol manag, v137, p103, doi 10.1016/s0378-1127(99)00319-9",,,67,67,1,67,0
20111,"ripple wj, 2015, collapse worlds larg",,,67,67,1,67,0
20123,"riservato e., 2014, lista rossa iucn lib",,,67,67,1,67,0
20127,"rissman ar, 2007, conserv biol, v21, p709, doi 10.1111/j.1523-1739.2007.00660.x",,,67,67,1,67,0
20333,"rodrigues m, 2021, nature, v596, p473, doi 10.1038/d41586-021-02199-x",,,67,67,1,67,0
20374,"roever cl, 2008, forest ecol manag, v256, p1253, doi 10.1016/j.foreco.2008.06.040",,,67,67,1,67,0
20375,"roever cl, 2010, ecography, v33, p1113, doi 10.1111/j.1600-0587.2010.06077.x",,,67,67,1,67,0
20376,"roever cl, 2014, divers distrib, v20, p322, doi 10.1111/ddi.12164",,,67,67,1,67,0
20378,"rogala jk, 2011, ecol soc, v16, doi 10.5751/es-04251-160316",,,67,67,1,67,0
20390,"rogers la, 2008, oikos, v117, p1578, doi 10.1111/j.0030-1299.2008.16758.x",,,67,67,1,67,0
20393,"rogers sl, 2013, j field ornithol, v84, p355, doi 10.1111/jofo.12035",,,67,67,1,67,0
20414,"rolley re, 1985, j wildlife manage, v49, p913, doi 10.2307/3801369",,,67,67,1,67,0
20583,"rota ct, 2014, plos one, v9, doi 10.1371/journal.pone.0094700",,,67,67,1,67,0
20584,"rota ct, 2015, condor, v117, p178, doi 10.1650/condor-14-112.1",,,67,67,1,67,0
20768,"ruff cp, 2011, ecology, v92, p2073, doi 10.1890/10-1762.1",,,67,67,1,67,0
20825,"rupp hr, 1996, j am mosquito contr, v12, p155",,,67,67,1,67,0
20960,"sahlen v, 2015, plos one, v10, doi 10.1371/journal.pone.0121576",,,67,67,1,67,0
21070,"sandvik h, 2019, biol invasions, v21, p2997, doi 10.1007/s10530-019-02058-x",,,67,67,1,67,0
21071,"sandvik h, 2020, ecol solut evid, v1, doi 10.1002/2688-8319.12006",,,67,67,1,67,0
21185,"saunders sc, 2002, biol conserv, v103, p209, doi 10.1016/s0006-3207(01)00130-6",,,67,67,1,67,0
21189,"saunders w. c., 2017, t am fish soc, v136, p1216",,,67,67,1,67,0
21191,"saunders wc, 2012, freshwater biol, v57, p1512, doi 10.1111/j.1365-2427.2012.02804.x",,,67,67,1,67,0
21307,"schillhammer h., 1999, koleopterologische rundschau, v69, p55",,,67,67,1,67,0
21309,"schindler de, 2010, nature, v465, p609, doi 10.1038/nature09060",,,67,67,1,67,0
21310,"schindler de, 2015, front ecol environ, v13, p257, doi 10.1890/140275",,,67,67,1,67,0
21342,"schlosser ij, 1987, ecology, v68, p651, doi 10.2307/1938470",,,67,67,1,67,0
21360,"schmidt b, 1999, libellen baden wiirt",,,67,67,1,67,0
21432,"schoener tw, 1986, am zool, v26, p81",,,67,67,1,67,0
21497,"schutz s, 1999, nature, v398, p298, doi 10.1038/18585",,,67,67,1,67,0
21507,"schwartz cc, 2010, j wildlife manage, v74, p1628, doi 10.2193/2009-571",,,67,67,1,67,0
21508,"schwartz cc, 2014, j wildlife manage, v78, p68, doi 10.1002/jwmg.633",,,67,67,1,67,0
21607,"seber gaf, 1982, estimation animal ab",,,67,67,1,67,0
21673,"sellers pj, 1985, int j remote sens, v6, p1335, doi 10.1080/01431168508948283",,,67,67,1,67,0
21679,"selong jh, 2001, t am fish soc, v130, p1026, doi 10.1577/1548-8659(2001)130<1026:eotoga>2.0.co;2",,,67,67,1,67,0
21684,"selwood k, 2009, oecologia, v159, p435, doi 10.1007/s00442-008-1221-9",,,67,67,1,67,0
21785,"shaffer m. l., 1978, determining minimum",,,67,67,1,67,0
21786,"shaffer m.l., 1983, bears their biol man, v5, p133",,,67,67,1,67,0
21869,"sheridan ja, 2011, nat clim change, v1, p401, doi 10.1038/nclimate1259",,,67,67,1,67,0
21894,"shireman j.v., 1984, p302",,,67,67,1,67,0
21963,"siegel rb, 2016, auk, v133, p69, doi 10.1642/auk-15-137.1",,,67,67,1,67,0
21971,"sievert pr, 1985, j wildlife manage, v49, p854, doi 10.2307/3801358",,,67,67,1,67,0
21974,"signer j, 2019, animal movement tool, p880",,,67,67,1,67,0
22031,"simberloff d, 2003, conserv biol, v17, p83, doi 10.1046/j.1523-1739.2003.02028.x",,,67,67,1,67,0
22082,"sinclair af, 2002, can j fish aquat sci, v59, p372, doi [10.1139/f02-014 10.1139/f02-014]",,,67,67,1,67,0
22172,"skelly david k., 2005, wetlands ecology and management, v13, p261, doi 10.1007/s11273-004-7520-y",,,67,67,1,67,0
22223,"sloat mr, 2005, n am j fish manage, v25, p225, doi 10.1577/m03-165.1",,,67,67,1,67,0
22226,"small sl, 2007, condor, v109, p721, doi 10.1650/0010-5422(2007)109[721:stpdia]2.0.co;2",,,67,67,1,67,0
22275,"smith fp, 2008, landscape urban plan, v86, p66, doi 10.1016/j.landurbplan.2007.12.008",,,67,67,1,67,0
22332,"smith rk, 2002, priority areas fresh",,,67,67,1,67,0
22491,"somers, 2013, peerj, v3, pe1033",,,67,67,1,67,0
22522,"sork vl, 1993, vegetatio, v108, p133",,,67,67,1,67,0
22528,"soula b, 2005, entomol exp appl, v115, p333, doi 10.1111/j.1570-7458.2005.00281.x",,,67,67,1,67,0
22547,"southerland mt, 1986, ecology, v67, p175, doi 10.2307/1938516",,,67,67,1,67,0
22548,"southerland mt, 1986, ecology, v67, p721, doi 10.2307/1937695",,,67,67,1,67,0
22630,"spitzer k, 1999, j insect conserv, v3, p97, doi 10.1023/a:1009634611130",,,67,67,1,67,0
22656,"squires jr, 2008, j wildlife manage, v72, p1497, doi 10.2193/2007-396",,,67,67,1,67,0
22682,"st john fav, 2012, p roy soc b-biol sci, v279, p804, doi 10.1098/rspb.2011.1228",,,67,67,1,67,0
22737,"statistics botswana, 2014, population housing c",,,67,67,1,67,0
22809,"stein andrew b., 2013, mammalian species, p30, doi 10.1644/900.1",,,67,67,1,67,0
22879,"stevens hc, 2013, emu, v113, p112, doi 10.1071/mu12063",,,67,67,1,67,0
23025,"stricker hk, 2012, wildlife soc b, v36, p257, doi 10.1002/wsb.137",,,67,67,1,67,0
23126,"sugiura n, 1978, commun stat a-theor, v7, p13, doi 10.1080/03610927808827599",,,67,67,1,67,0
23211,"sutherland s, 2004, oecologia, v141, p24, doi 10.1007/s00442-004-1628-x",,,67,67,1,67,0
23232,"svitra g., 2008, records descriptions, v20, p10",,,67,67,1,67,0
23367,"tanneberger f, 2017, mires peat, v19, doi 10.19189/map.2016.omb.264",,,67,67,1,67,0
23389,"tate kw, 2007, environ monit assess, v124, p289, doi 10.1007/s10661-006-9226-5",,,67,67,1,67,0
23400,"tavecchia g, 2017, front zool, v14, doi 10.1186/s12983-017-0217-x",,,67,67,1,67,0
23410,"taylor ah, 2005, j biogeogr, v32, p425, doi 10.1111/j.1365-2699.2004.01208.x",,,67,67,1,67,0
23440,"taylor ng, 2019, mires peat, v24, doi 10.19189/map.2018.omb.379",,,67,67,1,67,0
23448,"taylor rs, 2008, landscape ecol, v23, p377, doi 10.1007/s10980-008-9196-9",,,67,67,1,67,0
23524,"terwilliger vj, 1978, biotropica, v10, p211, doi 10.2307/2387906",,,67,67,1,67,0
23538,"thackway r, 1997, nat area j, v17, p241",,,67,67,1,67,0
23622,"thomas cd, 1994, conserv biol, v8, p373, doi 10.1046/j.1523-1739.1994.08020373.x",,,67,67,1,67,0
23709,"thomson jr, 2009, ecol appl, v19, p817, doi 10.1890/08-0915.1",,,67,67,1,67,0
23711,"thomson jr, 2015, divers distrib, v21, p451, doi 10.1111/ddi.12294",,,67,67,1,67,0
23739,"thornton dh, 2013, ecography, v36, p610, doi 10.1111/j.1600-0587.2012.07737.x",,,67,67,1,67,0
23761,"threatened species scientific committee, 2013, am list key threat p",,,67,67,1,67,0
23819,"timewell car, 2004, austral ecol, v29, p264, doi 10.1111/j.1442-9993.2004.01344.x",,,67,67,1,67,0
23836,"tingley m. w., 2018, dryad digital reposi, doi [10. 5061/dryad. jt38tj9, doi 10.5061/dryad.jt38tj9]",,,67,67,1,67,0
23841,"tingley mw, 2014, condor, v116, p325, doi 10.1650/condor-13-140.1",,,67,67,1,67,0
23867,"tnc (the nature conservancy) ozarks ecoregional assessment team, 2003, oz ec cons ass",,,67,67,1,67,0
23934,"topic j, 2006, biodivers conserv, v15, p3371, doi 10.1007/s10531-005-4874-2",,,67,67,1,67,0
23938,"torgersen ce, 1999, ecol appl, v9, p301, doi 10.2307/2641187",,,67,67,1,67,0
23996,"trainor am, 2013, landscape ecol, v28, p755, doi 10.1007/s10980-013-9861-5",,,67,67,1,67,0
24081,"tsai jh, 2001, environ entomol, v30, p44, doi 10.1603/0046-225x-30.1.44",,,67,67,1,67,0
24115,"tulloch vjd, 2015, front ecol environ, v13, p91, doi 10.1890/140022",,,67,67,1,67,0
24143,"turner mg, 1997, ecol monogr, v67, p411, doi 10.1890/0012-9615(1997)067[0411:eofsap]2.0.co;2",,,67,67,1,67,0
24183,"u. s. fish and wildlife service, 1992, gold cheek warbl den",,,67,67,1,67,0
24553,"van teeffelen aja, 2012, biol conserv, v153, p239, doi 10.1016/j.biocon.2012.05.001",,,67,67,1,67,0
24641,"vazquez-plass e. o., 2013, ecological b, v54, p252",,,67,67,1,67,0
24698,"venner s, 2011, plos one, v6, doi 10.1371/journal.pone.0018039",,,67,67,1,67,0
24728,"verhulst p-f, 1838, corres math phys, v10, p113, doi 10.1007/bf02309004",,,67,67,1,67,0
24739,"verner j, 1988, condor, v90, p401, doi 10.2307/1368569",,,67,67,1,67,0
24763,"vickers c.r., 1986, forest ecol manag, p17",,,67,67,1,67,0
24853,"virkkala r, 2006, ann zool fenn, v43, p82",,,67,67,1,67,0
24946,"wachter b, 2011, conserv lett, v4, p47, doi 10.1111/j.1755-263x.2010.00142.x",,,67,67,1,67,0
24974,"wahl r., 1990, golden cheeked unpub",,,67,67,1,67,0
25048,"waller bw, 2013, mamm study, v38, p211, doi 10.3106/041.038.0309",,,67,67,1,67,0
25057,"walls s.c., 2014, wetland ecol manage",,,67,67,1,67,0
25092,"walters cj, 1993, t am fish soc, v122, p34, doi 10.1577/1548-8659(1993)122<0034:ddgaca>2.3.co;2",,,67,67,1,67,0
25127,"wang q, 2007, appl environ microb, v73, p5261, doi 10.1128/aem.00062-07",,,67,67,1,67,0
25138,"wang wy, 2018, mol ecol resour, v18, p490, doi 10.1111/1755-0998.12751",,,67,67,1,67,0
25159,"ward hgm, 2017, can j fish aquat sci, v74, p464, doi 10.1139/cjfas-2016-0023",,,67,67,1,67,0
25177,"wardell-johnson grant, 2005, australian forestry, v68, p242",,,67,67,1,67,0
25194,"warren dr, 2014, t am fish soc, v143, p205, doi 10.1080/00028487.2013.833551",,,67,67,1,67,0
25213,"wasof s, 2015, global ecol biogeogr, v24, p1401, doi 10.1111/geb.12375",,,67,67,1,67,0
25231,"watson ca, 2008, anim conserv, v11, p484, doi 10.1111/j.1469-1795.2008.00204.x",,,67,67,1,67,0
25232,"watson david m., 2000, pacific conservation biology, v6, p46",,,67,67,1,67,0
25241,"watson gw, 1999, b entomol res, v89, p271, doi 10.1017/s0007485399000395",,,67,67,1,67,0
25276,"wear d. n., 2013, srsgtr178 usda for s",,,67,67,1,67,0
25328,"weckerly fw, 2007, j wildlife manage, v71, p773, doi 10.2193/2006-091",,,67,67,1,67,0
25367,"weise fj, 2018, biol conserv, v225, p88, doi 10.1016/j.biocon.2018.06.023",,,67,67,1,67,0
25430,"wenger sj, 2017, biol conserv, v216, p69, doi 10.1016/j.biocon.2017.10.006",,,67,67,1,67,0
25452,"wesche t a, 1987, north american journal of fisheries management, v7, p151, doi 10.1577/1548-8659(1987)7<151:corvtt>2.0.co;2",,,67,67,1,67,0
25481,"westergaard kb, 2018, 1557 nina",,,67,67,1,67,0
25520,"whelan r.j., 1986, seed dispersal, p237, doi 10.1016/b978-0-12-511900-9.50011-5",,,67,67,1,67,0
25542,"white d s, 1987, journal of the north american benthological society, v6, p85, doi 10.2307/1467218",,,67,67,1,67,0
25593,"whittingham mj, 2004, oikos, v106, p377, doi 10.1111/j.0030-1299.2004.13132.x",,,67,67,1,67,0
25596,"whittington j, 2004, ecol soc, v9",,,67,67,1,67,0
25661,"wiewel anm, 2013, wilson j ornithol, v125, p720, doi 10.1676/12-175.1",,,67,67,1,67,0
25869,"wilson jenny, 1999, victorian naturalist (blackburn), v116, p48",,,67,67,1,67,0
25905,"wilton cm, 2016, j mammal ",,,67,67,1,67,0
26043,"wolff jo, 1980, ecol monogr, v50, p111, doi 10.2307/2937249",,,67,67,1,67,0
26179,"wu zj, 2005, j herpetol, v39, p668, doi 10.1670/78-05n.1",,,67,67,1,67,0
26190,"wultsch c, 2016, comp anal genetic di, p1",,,67,67,1,67,0
26208,"xia yl, 2012, j geophys res-atmos, v117, doi 10.1029/2011jd016048",,,67,67,1,67,0
26309,"yirga g, 2015, wildlife res, v42, p563, doi 10.1071/wr14228",,,67,67,1,67,0
26420,"zeigler mp, 2013, t am fish soc, v142, p1395, doi 10.1080/00028487.2013.811104",,,67,67,1,67,0
26427,"zeller ka, 2014, landscape ecol, v29, p541, doi 10.1007/s10980-014-9991-4",,,67,67,1,67,0
26493,"zhu fy, 2014, plos one, v9, doi 10.1371/journal.pone.0088033",,,67,67,1,67,0
26558,"zizka vma, 2019, genome, v62, p122, doi 10.1139/gen-2018-0048",,,67,67,1,67,0
26566,"zoellick bw, 2004, west n am naturalist, v64, p18",,,67,67,1,67,0
26613,"zylstra er, 2009, j wildlife manage, v73, p747, doi 10.2193/2008-446",,,67,67,1,67,0
354,"abrams pa, 2000, annu rev ecol syst, v31, p79, doi 10.1146/annurev.ecolsys.31.1.79",,,66,66,1,66,0
407,"adams ce, 2010, urban wildlife manag",,,66,66,1,66,0
439,"addison d.s., 2006, prerestoration wildl",,,66,66,1,66,0
659,"allen cr, 2013, global ecol biogeogr, v22, p889, doi 10.1111/geb.12054",,,66,66,1,66,0
1095,"aronson j, 1995, restor ecol, v3, p1, doi 10.1111/j.1526-100x.1995.tb00069.x",,,66,66,1,66,0
1187,"atauri ja, 2001, landscape ecol, v16, p147, doi 10.1023/a:1011115921050",,,66,66,1,66,0
1252,"austin d f, 1990, florida scientist, v53, p89",,,66,66,1,66,0
1455,"baldwin robert f., 2012, ecological restoration, v30, p274, doi 10.3368/er.30.4.274",,,66,66,1,66,0
1560,"baranov v, 2020, conserv biol, v34, p1241, doi 10.1111/cobi.13477",,,66,66,1,66,0
1744,"bartoszek i.a., 2007, biol monitoring aqua",,,66,66,1,66,0
1769,"basile m, 2021, bmc biol, v19, doi 10.1186/s12915-021-01136-8",,,66,66,1,66,0
2010,"beier p, 1995, j wildlife manage, v59, p228, doi 10.2307/3808935",,,66,66,1,66,0
2087,"belovsky ge, 1989, theor popul biol, v36, p144, doi 10.1016/0040-5809(89)90026-9",,,66,66,1,66,0
2110,"benevides francis l. jr., 2009, herpetological review, v40, p162",,,66,66,1,66,0
2188,"berg j. e., 2003, thesis",,,66,66,1,66,0
2507,"bissonette ja, 2003, landscape ecology and resource management: linking theory with practice, p15",,,66,66,1,66,0
2653,"blondel j, 2006, hum ecol, v34, p713, doi 10.1007/s10745-006-9030-4",,,66,66,1,66,0
2657,"blondel j., 1999, biology and wildlife of the mediterranean region.",,,66,66,1,66,0
2664,"blouin ms, 1990, j herpetol, v24, p309, doi 10.2307/1564399",,,66,66,1,66,0
2937,"boulanger j, 2004, j wildlife manage, v68, p457, doi 10.2193/0022-541x(2004)068[0457:sdabid]2.0.co;2",,,66,66,1,66,0
3123,"braune e, 2008, global change biol, v14, p470, doi 10.1111/j.1365-2486.2007.01525.x",,,66,66,1,66,0
3326,"broquet t, 2006, landscape ecol, v21, p877, doi 10.1007/s10980-005-5956-y",,,66,66,1,66,0
3336,"brotons l, 2004, landscape ecol, v19, p663, doi 10.1007/s10980-005-0165-2",,,66,66,1,66,0
3558,"bundesamt f?r naturschutz, 2008, dat nat 2008",,,66,66,1,66,0
3590,"burel f, 1995, agr ecosyst environ, v55, p193, doi 10.1016/0167-8809(95)00614-x",,,66,66,1,66,0
3930,"carbone c., 1999, nature, v402, p1997, doi 10.1038/46266",,,66,66,1,66,0
4019,"carr a, 1959, guide reptiles amphi",,,66,66,1,66,0
4033,"carrasco d, 2018, global change biol, v24, p631, doi 10.1111/gcb.13836",,,66,66,1,66,0
4109,"casazza g, 2021, landscape ecol, v36, p601, doi 10.1007/s10980-020-01152-z",,,66,66,1,66,0
4350,"chang m, 1980, forest ecol manag, v3, p141, doi 10.1016/0378-1127(80)90011-0",,,66,66,1,66,0
4560,"chuirazzi kj, 2008, s florida env report, vi",,,66,66,1,66,0
4593,"ciracy a., 2022, acta herpetol, v17, p71, doi [10.36253/a_h-11386, doi 10.36253/a_h-11386]",,,66,66,1,66,0
4606,"city of nacogdoches, 2010, cit nac gis zon",,,66,66,1,66,0
4616,"clare jdj, 2016, ecol evol, v6, p3884, doi 10.1002/ece3.2170",,,66,66,1,66,0
5015,"conti l, 2014, hydrobiologia, v721, p297, doi 10.1007/s10750-013-1690-7",,,66,66,1,66,0
5113,"corbet philip s., 2006, international journal of odonatology, v9, p1",,,66,66,1,66,0
5146,"cornes rc, 2018, j geophys res-atmos, v123, p9391, doi 10.1029/2017jd028200",,,66,66,1,66,0
5166,"corti c, 2010, fauna italia",,,66,66,1,66,0
5261,"cox n, 2022, nature, v605, p285, doi 10.1038/s41586-022-04664-7",,,66,66,1,66,0
5427,"cuellar e, 2006, stud neotrop fauna e, v41, p169, doi 10.1080/01650520600840001",,,66,66,1,66,0
5737,"davis a., 2010, thesis",,,66,66,1,66,0
5776,"davison a.c., 1997, bootstrap methods th, p5",,,66,66,1,66,0
5969,"deleo jm, 1993, p 2 int s unc mod an, p318",,,66,66,1,66,0
5981,"delibes m, 2003, can j zool, v81, p157, doi 10.1139/z02-220",,,66,66,1,66,0
6048,"dennis eb, 2019, ecol indic, v104, p156, doi 10.1016/j.ecolind.2019.04.070",,,66,66,1,66,0
6119,"detering u., 2000, renaturierung bachen, p153",,,66,66,1,66,0
6303,"dijkstra k-d., 2006, field guide dragonfl",,,66,66,1,66,0
6355,"dixon jd, 2006, conserv biol, v20, p155, doi 10.1111/j.1523-1739.2005.00292.x",,,66,66,1,66,0
6437,"dolny a, 2018, biol conserv, v218, p110, doi 10.1016/j.biocon.2017.12.011",,,66,66,1,66,0
6678,"duellman wm. e., 1958, bull florida state mus biol sci, v3, p181",,,66,66,1,66,0
6682,"duever mj, 2013, fire ecol, v9, p110, doi 10.4996/fireecology.0901110",,,66,66,1,66,0
6798,"dytham c., 2003, choosing using stat",,,66,66,1,66,0
6887,"efford mg, 2014, methods ecol evol, v5, p599, doi 10.1111/2041-210x.12169",,,66,66,1,66,0
6888,"efford mg, 2014, package secr version",,,66,66,1,66,0
7072,"enge km, 1997, 13 flor gam fresh wa",,,66,66,1,66,0
7168,"essl f, 2019, bioscience, v69, p908, doi 10.1093/biosci/biz101",,,66,66,1,66,0
7207,"european environment agency (eea), 2018, copernicus programme",,,66,66,1,66,0
7210,"european environment agency, 2019, high resolution laye",,,66,66,1,66,0
7558,"ferreras p, 2001, biol conserv, v100, p125, doi 10.1016/s0006-3207(00)00213-5",,,66,66,1,66,0
7575,"festa- bianchet m., 2010, status grizzly bear",,,66,66,1,66,0
7741,"fitzgibbon si, 2007, landscape ecol, v22, p1513, doi 10.1007/s10980-007-9139-x",,,66,66,1,66,0
7794,"flenner i, 2008, insect conserv diver, v1, p169, doi 10.1111/j.1752-4598.2008.00020.x",,,66,66,1,66,0
8076,"franklin wl, 1999, biol conserv, v90, p33, doi 10.1016/s0006-3207(99)00008-7",,,66,66,1,66,0
8201,"fuentes er, 1979, ecology, v60, p43, doi 10.2307/1936466",,,66,66,1,66,0
8562,"gearty w, 2021, am nat, v198, p506, doi 10.1086/716015",,,66,66,1,66,0
8581,"gehrt sd, 2010, urban carnivores eco, p78",,,66,66,1,66,0
8670,"genovesi p, 1996, j zool, v238, p545, doi 10.1111/j.1469-7998.1996.tb05412.x",,,66,66,1,66,0
8709,"germain rm, 2018, biol letters, v14, doi 10.1098/rsbl.2018.0460",,,66,66,1,66,0
8728,"gese em, 2012, j ethol, v30, p413, doi 10.1007/s10164-012-0339-8",,,66,66,1,66,0
8811,"giger w, 2009, environ sci pollut r, v16, p98, doi 10.1007/s11356-009-0156-y",,,66,66,1,66,0
8923,"gittleman jl, 1986, am nat, v127, p744, doi 10.1086/284523",,,66,66,1,66,0
8948,"glen as, 2007, austral ecol, v32, p492, doi 10.1111/j.1442-9993.2007.01721.x",,,66,66,1,66,0
9000,"goertzen d, 2019, divers distrib, v25, p38, doi 10.1111/ddi.12820",,,66,66,1,66,0
9059,"gomez-ortiz y, 2015, zool stud, v54, doi 10.1186/s40555-014-0102-7",,,66,66,1,66,0
